优先级,不符合规则,问题分类,所属项目,所属执行,相关研发需求,任务名称,任务描述,任务类型,截止日期,任务状态,最初预计,总计消耗,预计剩余,进度,由谁创建,创建日期,由谁完成,实际完成,问题详情
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【测试】系统迁移功能回归测试用例编写,编写回归测试用例,ae2_test,2026-05-22,cancel,15,0,15,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-22
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【测试】系统迁移测试方案编写,制定系统迁移测试方案,ae2_test,2026-05-07,cancel,10,0,10,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-07
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试,PC模块功能回归测试,ae2_test,2026-06-05,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-05
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试,H5模块功能回归测试,ae2_test,2026-06-03,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63307 2026年5月海外售后AWS云迁移至Oracle云需求,【测试】模块功能回归测试用例，安全测试用例编写,模块功能回归测试用例，安全测试用例编写,ae2_test,2026-05-22,cancel,16,0,16,0,260298,2026-05-12 10:55:47,,None,任务未完成且已过截止日：2026-05-22
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39296 10月版本测试执行,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39291 11月版本产品需求设计,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39290 10月版本产品需求设计,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39289 UCD版本UI走查-长期,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39288 UCD维护迭代组件库-长期,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39287 11月版本UCD设计需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39286 10月版本UCD设计需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,产品实施运维需求池（长期）,39285 【实施】项目推广培训,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62395 1171-FMS后台管理功能-手动开户优化,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62279 山东销司调研需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62278 上海销司调研需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62277 天津销司调研需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62276 北京销司调研需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,62188 1177-短信模板取消,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61078 1048-商家回款报表查询及报表导出,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61339 1155-信用账户钱包侧和FMS管理后台侧功能升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61338 1155-商用项目合同模式现汇和汇票到账管理和预收款管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61337 1155-商用项目合同模式订单退款单建设及单据冲销处理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61336 1155-商用项目合同模式核销逻辑体系建设,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61335 1155-商用项目合同模式应收台单详情管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61334 1155-商用项目合同模式应收单管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61246 615 - 【网批】可配置的自动开票 - 在ERP订单开票记录页添加关联,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61245 615 - 【网批】可配置的自动开票 - 在发票管理页添加记录字段,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61244 615 - 【网批】可配置的自动开票 - 新建/修改,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61237 1136-高包菜单的权限管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61236 1136-高包资源报表增加地区层级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61235 1136-线下销司高包资源数据管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61234 1136-线下经营部门高包资源数据管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61233 1136-网批返利流水数据维护,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61231 1136-高包资源菜单栏整合,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60683 2026年4月发版技术支持,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60681 2026年4月FMS和钱包架构升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60677 2026年4月发票功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60676 2026年4月认款功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60675 2026年4月清结算功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60671 2026年4月支付功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60669 2026年4月项目管理协同合作支持,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60668 2026年4月未确定板块的需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60667 2026年4月运维专项需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,61048 1130-2026年第二季度售后钱包日常维护需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0430,60959 615 - 【网批】可配置的自动开票 - 自动开票管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63534 2026年5月发版技术支持,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,64046 1197-同步网批高包资源信息的是否为网批4.0返利字段信息,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63333 1182-认款入账自动报警增加中间态数据进行校验预警,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,64010 1193-银联好易联资管户提现异常补偿机制处理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,61151 888 - 【董店】根据月度发票整理固定模版导出报表,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63250 2026年5月运维专项需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63249 2026年5月未确定板块的需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63247 2026年5月支付功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63245 2026年5月清结算功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63244 2026年5月认款功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63241 2026年5月发票功能板块优化升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63240 2026年5月FMS和钱包架构升级,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,62759 1169-认款资金池分配与管控模块,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,62758 1169-认款资金核销确认与回退机制双向处理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,62757 1169-认款接口数据互通与状态链路数据交互,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,61880 1147-格力钱包首页改版页面功能和展示,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0530,60956 1147-格力钱包首页改版核心库功能,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0420,61858 1085-分销财务数据报表优化,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0525,64217 1207-银联银行信息数据全量更新,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0525,64024 1187-售后收付通支付页面增加文案提示内容,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0525,63989 1188/1179-售后收付通用户认证通过后修改银行信息时可以上传银行卡照片,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0525,62728 1148-Doris数据迁移与服务器资源释放,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0515,63202 1180-售后支付新增商品品类支持售后更多品类的支付,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0515,63110 1181-非资管户重置支付密码短信发送调整,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0515,62820 1150-【汇票】新建客户时历史汇票数据处理,,,,,,,,,,,,,,需求标题未见需求池编号前缀
P1,规则1,需求问题,销售财务中台管理系统,【2026】FMS-0515,62764 1174-FMS对公转账人工认款审核优化,,,,,,,,,,,,,,需求标题未见需求池编号前缀
